vowels,consonants,entropy,label
8,15,3.969001629875993,dga.banjori
3,17,3.5841837197791886,dga.murofet
4,26,4.164735178725505,dga.post
1,12,3.3927474104487847,dga.nymaim
2,28,4.3735572622751855,dga.post
6,14,3.446439344671016,dga.ramdo
2,16,3.350209029099897,dga.locky
7,23,4.148394345536403,dga.goz
4,11,3.0062389286533895,dga.banjori
5,24,4.254195650150781,dga.gameover
4,26,4.389898095464288,dga.post
4,7,3.0957952550009344,dga.pushdo
2,18,3.7841837197791883,dga.qakbot
5,25,4.306890595608518,dga.post
1,29,4.1898980954642875,dga.post
3,12,3.1898980954642875,dga.tinba
3,26,4.306256857196537,dga.post
8,15,4.001822825622231,dga.banjori
3,17,3.4841837197791885,dga.murofet
9,17,3.9021748142117274,dga.banjori
4,7,3.027169118440619,dga.pushdo
3,13,3.327819531114783,dga.tinba
5,6,3.027169118440619,dga.pushdo
3,26,4.349191770915038,dga.post
3,10,3.180832987205441,dga.conficker
4,12,3.2806390622295662,dga.tinba
3,8,3.277613436819116,dga.banjori
3,13,3.375,dga.tinba
4,7,3.277613436819116,dga.pushdo
3,12,3.640223928941852,dga.tinba
3,28,4.389364858634393,dga.post
3,15,3.7254805569978675,dga.cryptolocker
5,11,3.327819531114783,dga.tinba
11,12,3.7294461949052566,dga.banjori
5,25,4.41506101220307,dga.post
2,9,3.277613436819116,dga.pykspa
8,12,3.408694969562842,dga.ramdo
3,9,3.584962500721156,dga.pykspa
6,8,3.521640636343319,dga.simda
2,8,3.121928094887362,dga.conficker
10,20,3.8980685120588388,dga.banjori
7,10,3.6901165175936654,dga.cryptolocker
4,16,3.621928094887362,dga.murofet
4,27,4.0667842134731025,dga.post
3,15,3.94770277922009,dga.banjori
4,10,3.521640636343319,dga.conficker
11,19,3.711080496244278,dga.matsnu
3,19,4.095795255000932,dga.rovnix
4,17,3.880179922675737,dga.ramnit
2,27,4.254195650150781,dga.post
8,12,3.2037016960573483,dga.ramdo
4,25,4.254195650150781,dga.goz
3,17,3.308694969562842,dga.ramdo
1,10,3.0957952550009344,dga.locky
3,14,3.6168746059562227,dga.shiotob/urlzone/bebloh
6,13,3.3918926446809317,dga.padcrypt
3,8,3.095795255000934,dga.banjori
9,18,3.8100810205217313,dga.banjori
9,16,3.8136606896881844,dga.banjori
1,13,3.378783493486176,dga.conficker
3,12,3.506890595608518,dga.tinba
3,13,3.625,dga.tinba
6,24,4.21506101220307,dga.post
4,11,3.323231428797621,dga.banjori
5,13,3.572431251322119,dga.ramnit
4,25,4.375222374437916,dga.post
9,17,3.8542858719872455,dga.banjori
11,18,3.7159321855150296,dga.matsnu
3,9,3.584962500721156,dga.pykspa
5,9,3.2359263506290334,dga.nymaim
3,13,3.2806390622295662,dga.ramnit
4,26,4.2817276788697365,dga.gameover
7,13,3.3464393446710154,dga.ramdo
4,7,2.5503407095463886,dga.banjori
4,12,3.327819531114783,dga.cryptolocker
1,28,4.28022625367366,dga.post
4,7,2.913977073182752,dga.pushdo
6,13,3.5766176449086653,dga.banjori
4,12,3.0306390622295662,dga.tinba
3,10,3.3927474104487847,dga.necurs
4,16,3.6464393446710153,dga.ramnit
7,10,3.4548223999466066,dga.cryptolocker
6,12,3.6835423624332306,dga.cryptolocker
7,13,3.346439344671015,dga.ramdo
9,14,4.0559581516151235,dga.banjori
7,15,3.9705730958116834,dga.banjori
5,10,3.640223928941852,dga.conficker
3,15,4.058813890331201,dga.banjori
2,28,4.2817276788697365,dga.post
3,17,3.7841837197791883,dga.ranbyus
4,27,4.0667842134731025,dga.p2p
10,20,3.9144093452479405,dga.goz
5,11,3.5,dga.tinba
5,14,3.681880802803402,dga.kraken
6,12,3.6143694458867563,dga.murofet
11,16,3.661932872373583,dga.banjori
10,10,3.2841837197791888,dga.ramdo
3,14,3.337175341123077,dga.ranbyus
6,25,4.1313003425053605,dga.post
5,6,3.027169118440619,dga.pykspa
2,22,3.5739348962840563,dga.kraken
4,23,4.180451390892102,dga.post
1,19,3.721928094887362,dga.murofet
5,12,3.8521687236032816,dga.cryptolocker
14,19,3.8848588918890474,dga.matsnu
3,26,4.142295219190902,dga.post
10,21,3.5356747474501944,dga.matsnu
2,28,4.323231428797621,dga.post
10,16,3.9021748142117274,dga.banjori
4,18,4.004886164091842,dga.rovnix
11,9,3.1841837197791887,dga.ramdo
6,15,3.5351745656359026,dga.banjori
7,14,3.975418017913832,dga.banjori
5,25,4.348394345536403,dga.post
3,27,4.2280729963885095,dga.post
8,17,4.023465189601646,dga.banjori
2,14,3.875,dga.tinba
9,19,4.021640636343319,dga.matsnu
6,14,4.021928094887363,dga.ramnit
7,16,3.7294461949052566,dga.banjori
2,11,3.7004397181410926,dga.conficker
3,13,3.75,dga.tinba
3,27,3.9647351787255056,dga.post
2,28,4.389898095464288,dga.post
7,13,3.3086949695628416,dga.ramdo
7,12,3.576617644908665,dga.banjori
5,24,4.237291339955158,dga.post
12,17,3.9353986674667634,dga.matsnu
5,6,3.0957952550009344,dga.necurs
10,15,3.61287868934203,dga.banjori
2,10,3.584962500721156,dga.ramnit
3,11,3.128085278891395,dga.conficker
3,9,3.418295834054489,dga.locky
5,25,4.01506101220307,dga.post
6,11,3.4992275471326932,dga.cryptolocker
6,13,3.7871439606981383,dga.banjori
2,14,3.5,dga.tinba
6,24,4.2817276788697365,dga.post
5,6,3.027169118440619,dga.pushdo
8,19,3.828237501842956,dga.banjori
6,13,3.43162356584743,dga.cryptolocker
7,23,3.81506101220307,dga.post
10,16,4.008132025833399,dga.banjori
2,8,3.121928094887362,dga.virut
5,17,3.8796640049025926,dga.qakbot
0,8,2.5,dga.conficker
4,12,3.25,dga.tinba
7,11,3.794653473544342,dga.pykspa
13,17,3.422579761842491,dga.matsnu
3,15,3.725480556997868,dga.cryptolocker
8,18,3.8252517372886503,dga.banjori
3,18,3.6537567082870006,dga.ranbyus
2,14,3.625,dga.tinba
4,13,3.4548223999466066,dga.tinba
9,11,3.2414460711655217,dga.ramdo
4,15,3.787143960698138,dga.cryptolocker
4,15,3.7216117239699003,dga.geodo
5,23,4.280394654123195,dga.post
4,18,3.754441845713344,dga.rovnix
2,14,3.577819531114783,dga.tinba
3,25,4.280394654123195,dga.post
3,28,4.195816471537619,dga.post
4,14,3.5724312513221195,dga.cryptolocker
3,14,3.3371753411230776,dga.ramnit
7,11,3.6143694458867563,dga.banjori
7,13,3.065957320949175,dga.ramdo
3,13,3.75,dga.tinba
8,19,3.810081020521731,dga.banjori
9,17,4.132944044980958,dga.banjori
8,19,3.9121138909722295,dga.banjori
7,22,3.978333581185264,dga.post
9,14,3.816402716644387,dga.banjori
9,11,3.2841837197791888,dga.ramdo
3,13,3.577819531114783,dga.cryptolocker
3,25,4.378783493486177,dga.post
6,12,3.3921472236645345,dga.banjori
2,9,3.095795255000934,dga.banjori
3,34,3.9927087708004674,dga.dyre
7,13,3.246439344671015,dga.ramdo
7,15,3.8796640049025926,dga.banjori
8,22,4.306890595608518,dga.post
8,13,3.45852501923415,dga.cryptolocker
8,17,3.9434651896016457,dga.banjori
4,24,4.137537511266052,dga.post
4,12,3.625,dga.tinba
10,16,3.9500637564362093,dga.banjori
12,17,3.883337460421007,dga.matsnu
4,17,3.8801799226757367,dga.rovnix
5,14,4.037401197654111,dga.cryptolocker
4,33,3.9023039608559698,dga.dyre
6,15,4.011365041826378,dga.banjori
2,10,2.625814583693911,dga.necurs
8,22,4.1898980954642875,dga.post
3,8,3.2776134368191165,dga.conficker
3,13,3.452819531114783,dga.tinba
4,33,3.807445176955242,dga.dyre
3,9,3.2516291673878226,dga.conficker
6,15,3.403989446485262,dga.banjori
3,28,4.014860327200947,dga.post
1,9,3.121928094887362,dga.virut
12,23,3.5824554315901764,dga.matsnu
3,16,4.03740119765411,dga.cryptolocker
2,9,3.459431618637298,dga.necurs
6,13,3.5368867237421666,dga.banjori
4,8,3.2516291673878226,dga.pykspa
5,7,3.0849625007211556,dga.nymaim
4,25,4.375222374437917,dga.gameover
8,17,3.7336606896881848,dga.banjori
3,13,2.9056390622295662,dga.pykspa
7,18,3.9434651896016457,dga.banjori
7,14,3.594465636961452,dga.symmi
5,24,4.254195650150781,dga.post
6,23,4.349191770915039,dga.post
6,14,3.921928094887362,dga.ranbyus
3,28,4.502583407161069,dga.post
11,19,3.8314018453921714,dga.banjori
6,26,4.351409765557392,dga.post
5,6,3.027169118440619,dga.pushdo
5,25,4.456564762130954,dga.post
5,12,3.2639334294856344,dga.cryptolocker
1,10,3.2776134368191165,dga.pykspa
8,18,3.931208948910322,dga.banjori
1,11,3.418295834054489,dga.conficker
11,14,3.639079570624173,dga.banjori
5,7,3.418295834054489,dga.simda
6,13,3.6163485660751635,dga.banjori
2,29,4.063562746695364,dga.post
5,15,3.7841837197791888,dga.murofet
2,14,3.5,dga.tinba
5,26,4.1958164715376185,dga.post
5,13,3.239097917988786,dga.cryptolocker
7,13,3.1464393446710153,dga.ramdo
3,14,3.969815782426811,dga.locky
2,15,3.8521687236032816,dga.shiotob/urlzone/bebloh
8,22,3.856564762130954,dga.matsnu
12,16,3.6245186549588992,dga.matsnu
5,12,3.734521664779752,dga.tinba
3,10,3.3927474104487847,dga.qakbot
9,19,3.8518232255517657,dga.matsnu
8,14,3.8453509366224354,dga.qakbot
11,18,3.6469666682736497,dga.matsnu
3,26,4.28022625367366,dga.post
7,17,4.084962500721157,dga.banjori
5,15,4.021928094887363,dga.banjori
3,11,3.378783493486176,dga.pykspa
11,17,3.8423709931771084,dga.matsnu
7,12,3.7216117239699,dga.banjori
5,22,4.088220835496803,dga.qakbot
3,27,4.106890595608519,dga.post
7,17,3.8868421881310122,dga.banjori
3,18,3.916126946588283,dga.rovnix
8,15,3.6211755429194716,dga.banjori
4,11,3.7735572622751845,dga.necurs
5,6,3.095795255000934,dga.pushdo
4,9,3.7004397181410926,dga.locky
3,18,4.011365041826379,dga.rovnix
9,17,4.085055102756477,dga.banjori
4,14,3.419381945646371,dga.cryptolocker
8,15,3.969001629875993,dga.banjori
2,15,3.4992275471326932,dga.ranbyus
4,17,4.106603137064474,dga.rovnix
6,19,4.323856189774723,dga.banjori
5,13,3.4613201402110083,dga.banjori
7,11,3.7254805569978675,dga.banjori
5,23,3.8962915290459277,dga.qakbot
3,12,3.7735572622751845,dga.tinba
7,13,3.646439344671015,dga.ramdo
2,10,3.2516291673878226,dga.ramnit
3,12,3.1898980954642875,dga.banjori
7,22,4.168325822713779,dga.post
3,27,4.2817276788697365,dga.post
3,26,4.306256857196538,dga.post
6,14,3.7219280948873625,dga.banjori
1,22,3.6424896731661263,dga.qakbot
9,19,3.265881369960098,dga.matsnu
4,12,3.4056390622295662,dga.tinba
5,6,3.095795255000934,dga.pushdo
10,16,4.026986833359286,dga.banjori
6,16,3.970573095811684,dga.banjori
4,33,3.8978499868997387,dga.dyre
4,14,3.4613201402110083,dga.cryptolocker
1,9,2.846439344671015,dga.conficker
4,18,4.186704345910023,dga.rovnix
5,15,3.108694969562842,dga.ramdo
5,25,4.3735572622751855,dga.post
2,18,3.5219280948873624,dga.murofet
2,20,3.82306798227366,dga.rovnix
2,14,3.327819531114783,dga.tinba
2,16,3.5724312513221195,dga.cryptolocker
3,14,3.6168746059562227,dga.ramnit
3,12,3.506890595608519,dga.qakbot
11,20,3.8456631498513816,dga.matsnu
5,7,3.188721875540867,dga.ramnit
4,12,3.625,dga.qakbot
7,14,4.011365041826378,dga.banjori
1,15,3.327819531114783,dga.tinba
7,16,3.6753108689123644,dga.suppobox
4,27,4.091135423220311,dga.post
5,10,3.5068905956085192,dga.banjori
6,14,3.7841837197791888,dga.ramdo
4,17,3.558518613048906,dga.murofet
4,7,3.0957952550009344,dga.pushdo
6,24,4.12323142879762,dga.gameover
8,23,4.17146526179041,dga.post
4,7,3.277613436819116,dga.pushdo
5,6,3.0957952550009344,dga.pushdo
9,16,3.6536606896881847,dga.banjori
3,12,3.240223928941852,dga.banjori
9,21,4.148394345536403,dga.banjori
3,27,4.32323142879762,dga.post
9,14,3.8820451081368628,dga.banjori
1,13,3.521640636343319,dga.conficker
3,13,3.1556390622295662,dga.tinba
6,19,4.163856189774724,dga.banjori
3,9,3.2516291673878226,dga.pykspa
3,16,3.536886723742166,dga.cryptolocker
3,20,3.6709688919510652,dga.ramnit
0,15,3.189898095464287,dga.tinba
5,9,3.378783493486176,dga.ramnit
8,19,3.884155094595805,dga.banjori
3,14,3.969815782426811,dga.cryptolocker
3,13,3.375,dga.tinba
2,10,3.0220552088742,dga.conficker
5,6,3.095795255000934,dga.pushdo
3,12,3.5068905956085183,dga.ramnit
3,15,3.419381945646371,dga.banjori
10,10,3.484183719779189,dga.ramdo
4,15,3.642149881636903,dga.banjori
4,22,3.7343083535732546,dga.qakbot
2,9,3.277613436819116,dga.banjori
8,11,3.5766176449086653,dga.banjori
5,10,3.5068905956085183,dga.pykspa
2,10,3.188721875540867,dga.qakbot
4,12,3.75,dga.tinba
6,15,3.52257158913636,dga.banjori
3,19,3.8796640049025934,dga.rovnix
10,17,3.8659986132745807,dga.banjori
6,14,3.484183719779189,dga.ramdo
2,10,3.2516291673878226,dga.necurs
3,18,3.725650756112093,dga.necurs
8,17,3.9434651896016457,dga.banjori
7,16,3.708132064658602,dga.banjori
5,7,3.2516291673878226,dga.simda
5,6,2.9139770731827523,dga.pushdo
1,8,2.725480556997868,dga.conficker
6,24,4.1898980954642875,dga.post
4,7,3.2776134368191165,dga.pushdo
4,14,3.6416041678685933,dga.tinba
1,17,3.5304930567574826,dga.necurs
5,16,3.784941827437642,dga.qakbot
5,26,4.453880987666651,dga.post
2,8,2.9219280948873623,dga.virut
2,14,3.0306390622295662,dga.tinba
9,17,3.979097891134804,dga.banjori
10,16,4.056020968057881,dga.banjori
3,13,3.75,dga.tinba
5,15,3.6841837197791887,dga.qakbot
2,13,3.373557262275185,dga.ramnit
5,15,4.021928094887363,dga.qakbot
5,15,3.4464393446710155,dga.ramdo
1,16,3.292770193936991,dga.cryptolocker
3,29,4.3246987351738495,dga.post
8,17,3.8332696895151077,dga.banjori
10,18,3.797902689682947,dga.matsnu
11,19,3.8477426785812736,dga.matsnu
5,17,3.6978458230844122,dga.qakbot
4,11,3.1898980954642875,dga.banjori
4,26,4.056564762130954,dga.post
4,19,3.6753108689123644,dga.qakbot
7,18,3.673269689515108,dga.banjori
2,14,3.5,dga.tinba
9,21,4.098068512058838,dga.banjori
3,26,4.1852301329094015,dga.post
9,21,3.9483943455364026,dga.banjori
8,18,3.9021748142117274,dga.banjori
4,7,2.9139770731827523,dga.pushdo
3,8,3.095795255000934,dga.banjori
3,18,3.880179922675737,dga.rovnix
4,12,3.452819531114783,dga.tinba
4,13,3.6901165175936654,dga.ramnit
4,14,3.419381945646371,dga.banjori
2,14,3.5,dga.tinba
4,12,3.75,dga.tinba
9,14,3.8820451081368623,dga.banjori
1,15,3.625,dga.qakbot
4,12,3.375,dga.tinba
3,12,3.6402239289418516,dga.necurs
4,12,3.452819531114783,dga.tinba
6,15,3.5351745656359026,dga.banjori
5,14,3.8268748818646365,dga.qakbot
9,16,3.783465189601646,dga.banjori
7,22,4.090234012145145,dga.post
2,28,4.069576746316393,dga.post
2,14,3.625,dga.cryptolocker
6,14,3.2464393446710154,dga.ramdo
4,27,4.143892585265463,dga.post
12,16,3.5836169753972325,dga.matsnu
7,16,3.7294461949052566,dga.banjori
5,19,3.772055208874201,dga.qakbot
3,13,3.452819531114783,dga.necurs
8,20,3.780394654123195,dga.matsnu
0,11,3.277613436819116,dga.conficker
2,9,2.4040097573248604,dga.banjori
3,17,3.984183719779189,dga.murofet
2,9,3.2776134368191165,dga.simda
9,17,3.8542858719872455,dga.banjori
6,12,3.94770277922009,dga.qakbot
7,12,3.576617644908665,dga.pykspa
8,11,3.5368867237421666,dga.banjori
3,22,3.863465189601646,dga.necurs
4,7,3.0957952550009344,dga.pushdo
5,26,4.1313003425053605,dga.post
4,12,3.577819531114783,dga.tinba
6,23,4.349191770915039,dga.gameover
10,18,4.035582047970575,dga.matsnu
4,11,3.640223928941852,dga.necurs
8,16,4.053508854797679,dga.banjori
4,16,3.4086949695628417,dga.cryptolocker
10,10,3.2841837197791888,dga.ramdo
8,18,3.902174814211727,dga.banjori
4,28,4.265319531114783,dga.post
4,7,2.9139770731827523,dga.pushdo
6,11,3.2927701939369904,dga.ranbyus
4,7,3.0957952550009344,dga.pushdo
2,13,3.373557262275185,dga.tinba
1,13,3.3787834934861767,dga.conficker
9,11,3.5841837197791886,dga.ramdo
2,35,3.7091891763228166,dga.dyre
3,8,3.027169118440619,dga.banjori
4,7,3.0957952550009344,dga.simda
6,11,3.807763576417195,dga.cryptolocker
4,7,3.095795255000934,dga.pushdo
12,24,3.9302252658009036,dga.matsnu
14,19,4.063650847340264,dga.matsnu
10,20,3.802910079649727,dga.matsnu
4,13,3.3815804883091634,dga.ranbyus
1,11,3.188721875540867,dga.conficker
5,26,3.9345304886308483,dga.post
5,7,3.2516291673878226,dga.simda
11,15,3.9021748142117274,dga.banjori
4,15,3.3263604079526936,dga.ramnit
4,25,4.237291339955158,dga.post
10,13,3.9148663038831004,dga.banjori
7,12,3.6163485660751626,dga.murofet
5,16,3.6897037321995474,dga.ranbyus
4,11,3.3735572622751846,dga.pykspa
9,11,3.303701696057348,dga.ramdo
8,15,3.914866303883101,dga.banjori
2,12,3.3787834934861767,dga.conficker
4,7,2.9139770731827523,dga.banjori
2,20,3.7887549139935026,dga.ramnit
3,13,3.452819531114783,dga.tinba
6,12,3.6143694458867563,dga.banjori
6,13,3.2608281712244547,dga.banjori
9,19,4.137537511266052,dga.matsnu
3,13,3.75,dga.tinba
5,23,4.110577243331642,dga.post
9,17,3.7483286603655737,dga.banjori
2,20,3.879664004902593,dga.necurs
4,9,3.0850551027564768,dga.conficker
4,15,3.576617644908665,dga.banjori
2,20,3.879664004902593,dga.rovnix
5,14,3.7871439606981383,dga.banjori
4,33,4.0671651897778585,dga.dyre
3,10,3.3927474104487847,dga.nymaim
4,13,3.4548223999466066,dga.ramnit
1,7,2.75,dga.conficker
3,7,3.121928094887362,dga.virut
3,12,3.7735572622751845,dga.ramnit
2,14,3.625,dga.tinba
4,8,3.418295834054489,dga.simda
3,12,3.373557262275186,dga.banjori
8,15,3.8820451081368628,dga.banjori
4,8,3.188721875540867,dga.suppobox
8,16,4.001629167387823,dga.banjori
3,25,4.137537511266052,dga.post
5,24,4.185230132909402,dga.post
3,8,3.095795255000934,dga.banjori
5,6,3.0957952550009344,dga.pushdo
5,9,3.521640636343319,dga.simda
8,12,3.546439344671015,dga.ramdo
8,12,3.721928094887362,dga.ramdo
4,27,3.950344198168689,dga.post
4,11,3.3232314287976203,dga.tinba
3,27,4.123231428797621,dga.post
3,19,3.754441845713344,dga.necurs
5,6,3.459431618637298,dga.pushdo
2,16,3.7254805569978675,dga.cryptolocker
2,19,3.45852501923415,dga.ranbyus
7,10,3.4992275471326932,dga.pykspa
4,14,3.794653473544342,dga.banjori
6,36,4.39768795823549,dga.murofet
4,16,3.3841837197791884,dga.ramdo
5,15,3.408694969562842,dga.ranbyus
4,33,3.9927087708004674,dga.dyre
10,20,3.7068905956085185,dga.matsnu
9,21,3.8565647621309536,dga.banjori
4,16,4.021928094887362,dga.murofet
3,13,3.2806390622295662,dga.tinba
4,28,4.25,dga.post
8,17,3.943465189601646,dga.banjori
4,11,3.189898095464287,dga.conficker
5,11,3.577819531114783,dga.tinba
4,7,3.459431618637298,dga.pushdo
4,12,3.2806390622295662,dga.tinba
5,17,4.004886164091841,dga.rovnix
5,6,2.663532754804255,dga.pushdo
9,16,3.7336606896881848,dga.banjori
10,16,4.085055102756477,dga.banjori
6,14,3.5414460711655216,dga.ramdo
6,24,4.1898980954642875,dga.post
2,10,3.418295834054489,dga.conficker
